Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),686,Senegal,G,FEMALE,PERCENT,12.14,12.14,16.67,19.17,19.17,19.17,19.17,19.17,22.00,22.00,22.67,22.67,22.67,42.67,43.33,42.67,42.67,42.67,41.82,41.82,43.03,43.03,42.68,46.06,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),688,Serbia,G,FEMALE,PERCENT,,,,,,,,20.40,20.40,21.60,21.60,21.60,22.00,33.20,33.60,34.00,34.00,34.40,34.40,37.65,37.65,39.2,40,34.8,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),891,Serbia and Montenegro [former],G,FEMALE,PERCENT,5.07,,7.25,7.25,7.94,7.94,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),690,Seychelles,G,FEMALE,PERCENT,23.53,23.53,23.53,29.41,29.41,29.41,29.41,29.41,23.53,23.53,23.53,23.53,43.75,43.75,43.75,43.75,43.75,21.21,21.21,21.21,21.21,22.86,22.86,22.86,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),694,Sierra Leone,G,FEMALE,PERCENT,8.75,8.75,8.75,14.52,14.52,14.52,14.52,14.52,13.22,13.22,13.22,13.22,12.90,12.40,12.10,12.40,12.40,12.40,12.40,12.33,12.33,12.33,12.33,13.01,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),702,Singapore,G,FEMALE,PERCENT,4.30,6.45,11.76,11.76,15.96,15.96,15.96,24.47,24.47,24.47,23.40,23.40,22.22,24.24,25.25,25.25,23.08,23.76,23.00,23.00,24.00,29.47,29.13,29.13,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),703,Slovakia,G,FEMALE,PERCENT,12.67,14.00,14.00,19.33,19.33,16.67,16.67,20.00,19.33,19.33,18.00,15.33,16.00,18.67,18.67,18.67,18.67,20.00,20.00,20.00,20.67,22.67,21.33,22,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),705,Slovenia,G,FEMALE,PERCENT,7.78,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,13.33,14.44,14.44,32.22,32.22,33.33,36.67,36.67,36.67,36.67,24.44,27.78,26.67,28.89,37.78,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),90,Solomon Islands,G,FEMALE,PERCENT,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.04,6.12,8,8,8,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),706,Somalia,G,FEMALE,PERCENT,,,,,,,8.00,7.81,8.20,,6.86,6.78,6.78,13.82,13.82,13.82,13.82,24.24,24.36,24.36,24.36,24.36,24.36,19.71,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),710,South Africa,G,FEMALE,PERCENT,30.00,29.82,29.82,29.82,29.82,32.75,32.75,32.75,33.00,33.00,44.50,44.50,42.25,42.25,44.75,41.50,42.00,42.17,42.39,42.75,46.35,45.84,46.72,46.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),728,South Sudan,G,FEMALE,PERCENT,,,,,,,,,,,,,26.51,26.51,26.51,26.51,26.51,28.46,28.46,28.46,28.46,28.46,32.36,32.36,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),724,Spain,G,FEMALE,PERCENT,21.55,28.29,28.29,28.29,28.29,36.00,36.00,36.00,36.57,36.29,36.57,36.57,36.00,36.00,39.71,41.14,40.00,39.14,39.14,41.14,44.00,44,42.98,42.41,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),144,Sri Lanka,G,FEMALE,PERCENT,4.89,4.44,4.44,4.44,4.44,4.89,4.89,4.89,5.78,5.78,5.78,5.33,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.33,5.33,5.38,5.33,5.33,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),729,Sudan,G,FEMALE,PERCENT,,,,,,,,,,,,,24.58,24.58,24.29,24.29,30.52,30.52,30.52,27.65,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),736,Sudan [former],G,FEMALE,PERCENT,8.75,8.75,9.72,9.72,9.72,9.72,14.67,17.78,18.06,18.06,18.92,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),740,Suriname,G,FEMALE,PERCENT,15.69,0.00,17.65,17.65,17.65,19.61,25.49,25.49,25.49,25.49,25.49,9.80,11.76,11.76,11.76,11.76,25.49,25.49,25.49,29.41,31.37,29.41,29.41,29.41,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),752,Sweden,G,FEMALE,PERCENT,42.69,42.69,42.69,45.27,45.27,45.27,45.27,47.28,46.99,46.99,46.42,44.99,44.70,44.70,44.99,43.55,43.55,43.55,43.55,47.28,46.99,46.99,46.13,46.42,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),756,Switzerland,G,FEMALE,PERCENT,22.50,23.00,23.00,23.00,25.00,25.00,25.00,25.00,28.50,28.50,29.00,29.00,28.50,29.00,31.00,30.50,32.00,32.50,32.50,32.50,41.50,42,42.5,41.71,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),760,Syrian Arab Republic,G,FEMALE,PERCENT,10.40,10.40,10.40,10.40,12.00,12.00,12.00,12.00,12.00,12.40,12.40,12.40,12.40,12.00,12.00,12.40,12.40,13.20,13.20,13.20,12.40,11.2,11.2,10.8,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),762,Tajikistan,G,FEMALE,PERCENT,2.76,15.00,12.70,12.70,12.70,12.70,17.46,17.46,17.46,17.46,17.46,19.05,19.05,19.05,15.87,16.95,19.05,19.05,19.05,19.05,19.05,23.81,26.98,26.98,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),764,Thailand,G,FEMALE,PERCENT,5.60,9.20,9.20,9.20,9.20,8.83,10.80,8.68,11.74,11.67,13.32,13.32,15.80,15.80,15.80,6.09,6.09,4.86,4.80,5.42,16.20,15.75,15.75,16.63,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),626,Timor-Leste,G,FEMALE,PERCENT,,,,26.14,26.14,25.29,25.29,25.29,29.23,29.23,29.23,29.23,32.31,38.46,38.46,38.46,38.46,38.46,32.31,40.00,38.46,38.46,40,40,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),768,Togo,G,FEMALE,PERCENT,4.94,4.94,4.94,7.41,7.41,6.17,7.41,8.64,11.11,11.11,11.11,11.11,11.11,11.11,16.48,17.58,17.58,17.58,17.58,16.48,18.68,18.68,18.68,19.78,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),776,Tonga,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,3.45,3.33,3.33,3.13,3.13,0.00,3.57,3.57,3.57,0.00,0.00,3.85,7.41,7.41,7.41,7.41,3.7,7.14,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),780,Trinidad and Tobago,G,FEMALE,PERCENT,11.11,16.67,16.67,19.44,19.44,19.44,19.44,19.44,26.83,26.83,26.83,28.57,28.57,28.57,28.57,28.57,30.95,30.95,30.95,30.95,30.95,26.19,26.19,28.57,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),788,Tunisia,G,FEMALE,PERCENT,11.54,11.54,11.54,11.54,11.54,22.75,22.75,22.75,22.75,22.75,27.57,27.57,26.73,26.73,28.11,31.34,31.34,31.34,31.34,35.94,24.88,26.27,26.27,NaN,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),792,Türkiye,G,FEMALE,PERCENT,4.18,4.18,4.18,4.36,4.36,4.36,4.36,4.36,9.11,9.11,9.11,9.11,14.18,14.18,14.42,14.42,14.91,14.91,14.57,17.45,17.32,17.33,17.35,17.41,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),795,Turkmenistan,G,FEMALE,PERCENT,26.00,26.00,26.00,26.00,26.00,,16.00,16.00,16.00,16.80,16.80,16.80,16.80,16.80,26.40,25.81,25.81,25.81,25.81,25.00,25.00,25,25.86,25.86,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),798,Tuvalu,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.25,6.25,6.25,6.25,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),800,Uganda,G,FEMALE,PERCENT,17.92,17.79,24.67,24.67,24.67,23.93,23.93,29.82,30.72,30.72,31.48,31.29,34.97,34.97,34.97,34.97,34.97,34.30,34.30,34.86,34.86,34.86,33.81,33.81,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),804,Ukraine,G,FEMALE,PERCENT,7.78,7.78,7.78,5.33,5.33,5.33,5.33,8.67,8.22,8.22,8.00,8.00,8.00,9.44,9.73,11.85,12.09,12.29,12.29,11.58,20.80,20.8,20.33,20.43,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),784,United Arab Emirates,G,FEMALE,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,22.50,22.50,22.50,22.50,17.50,17.50,17.50,17.50,22.50,20.00,22.50,22.50,50.00,50,50,50,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),826,United Kingdom of Great Britain and Northern Ireland,G,FEMALE,PERCENT,18.36,18.36,17.91,17.91,17.91,18.06,19.66,19.66,19.50,19.50,19.50,22.00,22.31,22.46,22.62,22.77,29.38,30.00,32.00,32.00,33.85,33.85,34.36,34.51,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),834,United Republic of Tanzania,G,FEMALE,PERCENT,22.18,22.18,22.26,22.26,21.36,21.36,30.41,30.41,30.41,30.41,30.65,36.00,36.00,36.00,36.00,36.00,36.56,36.39,37.18,36.90,36.90,36.72,36.86,37.4,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),840,United States of America,G,FEMALE,PERCENT,13.33,14.02,14.02,14.25,14.25,14.94,15.17,16.32,16.78,17.01,16.78,16.78,16.82,17.78,18.29,19.35,19.35,19.08,19.49,23.56,23.43,27.25,27.71,29.43,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),858,Uruguay,G,FEMALE,PERCENT,12.12,12.12,12.12,12.12,12.12,12.12,11.11,11.11,12.12,12.12,14.14,15.15,12.12,12.12,13.13,13.13,16.16,20.20,20.20,22.22,21.21,24.24,25.25,26.26,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),860,Uzbekistan,G,FEMALE,PERCENT,6.80,7.20,7.20,7.20,7.20,17.50,17.50,17.50,17.50,17.50,22.00,22.00,22.00,22.00,22.00,16.00,16.00,16.00,16.00,16.00,32.00,32.65,33.33,33.57,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),548,Vanuatu,G,FEMALE,PERCENT,0.00,0.00,0.00,1.92,1.92,3.85,3.85,3.85,3.85,3.85,3.85,3.85,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1.92,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),862,Venezuela (Bolivarian Republic of),G,FEMALE,PERCENT,12.14,9.70,9.70,9.70,9.70,9.70,17.37,17.96,18.56,18.56,17.47,16.97,16.97,16.97,16.97,16.97,14.37,22.16,22.16,22.16,22.16,22.16,NaN,NaN,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),704,Viet Nam,G,FEMALE,PERCENT,26.00,26.00,26.00,27.31,27.31,27.31,27.31,27.31,25.76,25.76,25.76,25.76,24.40,24.40,24.30,24.30,24.30,26.72,26.72,26.72,26.72,26.72,30.26,30.26,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),887,Yemen,G,FEMALE,PERCENT,0.66,0.66,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0,0,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),894,Zambia,G,FEMALE,PERCENT,10.13,10.13,12.03,12.03,12.03,12.03,12.66,14.65,15.19,15.19,14.01,14.01,11.47,11.47,10.76,12.66,12.66,17.96,17.96,17.96,16.77,16.77,15.06,14.97,,,,,,,,,,,,,,,,,,
5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),716,Zimbabwe,G,FEMALE,PERCENT,14.00,9.33,10.00,10.00,10.00,10.00,16.00,16.67,16.00,15.24,14.95,14.95,14.95,14.95,31.48,31.48,31.48,32.59,33.20,31.85,31.85,31.85,30.57,30.57,,,,,,,,,,,,,,,,,,
